Station_ID,Station_Name,Location_Label,Interval_Minutes,Interval_End_Time,Wind_Velocity_Mtr_Sec,Wind_Direction_Variance_Deg,Wind_Direction_Deg,Ambient_Temperature_Deg_C,Global_Horizontal_Irradiance
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 01:55,0,0,0,0,0.013
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:00,0,0,0,0,0.012
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:05,0,0,0,0,0.012
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:10,0,0,0,0,0.011
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:15,0,0,0,0,0.005
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:20,0,0,0,0,0.009
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:25,0,0,0,0,0.01
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:30,0,0,0,0,0.009
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:35,0,0,0,0,0.012
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:40,0,0,0,0,0.01
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:45,0,0,0,0,0.009
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:50,0,0,0,0,0.006
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 02:55,0,0,0,0,0.003
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:00,0.022,1.288,51.84,0,0.004
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:05,0.038,1.603,46.15,0,0.002
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:10,0,0,0,0,0.004
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:15,0,0,0,0,0.005
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:20,0,0,0,0,0.004
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:25,0,0,0,0,0.005
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:30,0.016,2.294,42.96,0,0.005
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:35,0,0,0,0,0.004
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:40,0,0,0,0,0.005
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:45,0,0,0,0,0.004
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:50,0.013,1.604,38.02,0,0.004
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 03:55,0,0,0,0,0.003
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:00,0,0,0,0,0.006
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:05,0,0,0,0,0.007
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:10,0,0,0,0,0.006
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:15,0,0,0,0,0.004
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:20,0,0,0,0,0.009
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:25,0,0,0,0,0.006
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:30,0,0,0,0,0.005
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:35,0,0,0,0,0.006
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:40,0,0,0,0,0.013
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:45,0,0,0,0,0.013
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:50,0,0,0,0,0.009
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 04:55,0,0,0,0,0.007
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:00,0,0,0,0,0.006
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:05,0,0,0,0,0.008
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:10,0.009,0.024,1.586,0,0.007
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:15,0.009,0.503,65.01,0,0.008
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:20,0,0,0,0,0.004
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:25,0,0,0,0,0.005
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:30,0,0,0,0,0.01
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:35,0,0,0,0,0.01
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:40,0,0,0,0,0.009
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:45,0,0,0,0,0.012
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:50,0,0,0,0,0.007
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 05:55,0,0,0,0,0.007
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:00,0,0,0,0,0.008
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:05,0,0,0,0,0.007
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:10,0,0,0,0,0.006
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:15,0,0,0,0,0.015
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:20,0,0,0,0,0.012
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:25,0,0,0,0,0.013
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:30,0,0,0,0,0.01
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:35,0,0,0,0,0.008
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:40,0.041,0.694,52.5,0,0.006
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:45,0,0,0,0,0.01
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:50,0,0,0,0,0.036
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 06:55,0,0,0,0,0.136
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:00,0.003,0,53.02,0,0.296
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:05,0,0,0,0,0.677
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:10,0,0,0,0,1.346
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:15,0,0,0,0,2.174
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:20,0,0,0,0,3.157
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:25,0,0,0,0,4.552
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:30,0,0,0,0,6.059
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:35,0,0,0,0,7.94
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:40,0,0,0,0,10.04
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:45,0,0,0,0,13.52
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:50,0.138,5.974,48.47,0,22.33
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 07:55,0,0,0,0,28.07
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:00,0,0,0,0,28.77
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:05,0,0,0,0,36.23
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:10,0,0,0,0,38.5
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:15,0,0,0,0,36.06
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:20,0,0,0,0,39.78
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:25,0,0,0,0,36.28
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:30,0,0,0,0,38.88
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:35,0,0,0,0,61.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:40,0,0,0,0.084,65.64
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:45,0.032,2.446,59.52,0.457,84.9
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:50,0,0,0,1.076,35.2
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 08:55,0,0,0,1.612,86.2
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:00,0.309,9.09,77.9,2.511,130.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:05,0.003,0,84.4,3.236,191.4
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:10,0.755,11.09,86.5,3.516,106.8
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:15,0.606,12.29,90.4,3.785,125.4
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:20,0.757,12.02,80.9,4.13,83.9
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:25,1.182,18.07,86.4,4.31,88.2
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:30,1.036,13.81,84.9,4.466,120.9
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:35,1.439,19.31,93.7,4.491,74.2
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:40,1.171,17.31,102.6,4.707,61.11
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:45,1.247,17.27,100.5,4.892,57.86
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:50,1.077,15.91,110.8,5.013,69.85
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 09:55,1.276,19.07,93.4,5.17,101.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:00,1.063,15.26,94.8,5.249,153.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:05,1.22,17.01,108.8,5.42,292.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:10,1.238,20.57,106.2,5.554,241.8
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:15,1.587,24.24,113.3,5.651,317.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:20,1.347,18.73,96.6,5.723,382.7
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:25,1.428,28.26,103.7,5.96,343.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:30,0.997,17.67,101.3,6.326,389.7
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:35,1.358,13.5,87,6.419,367.8
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:40,1.173,20.06,80.7,6.584,369.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:45,1.138,17.62,83.9,6.775,366
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:50,1.473,27.22,78.9,6.87,323.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 10:55,1.441,23.17,64.66,6.928,309.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:00,1.556,16.01,67.41,6.8,411.4
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:05,1.48,24.46,93.9,7.05,446.7
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:10,1.597,20.47,89.9,6.849,389.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:15,1.269,18.66,105.5,7.07,442.7
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:20,1.432,18.41,112,7.34,460.7
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:25,1.427,21.25,95.1,7.37,463.5
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:30,1.683,21.26,98.8,7.45,466.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:35,1.833,20.26,91.9,7.28,469.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:40,1.56,16.89,104.5,7.37,471.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:45,1.277,17.62,102.8,7.58,472.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:50,1.816,24,100.4,7.46,473.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 11:55,1.13,17.37,116.8,7.63,475.2
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:00,1.453,18.87,114.1,7.7,477.2
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:05,1.512,27.93,114.2,7.93,478.8
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:10,1.01,45.14,92.8,8.19,480.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:15,1.136,19.61,58.54,8.25,477.9
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:20,1.085,22.4,66.27,8.25,476.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:25,0.373,16.33,49.82,8.44,475.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:30,0.718,19.85,59.29,8.57,474.2
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:35,0.665,19.1,66.43,8.77,471.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:40,0.945,25.08,60.78,8.54,467.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:45,0.801,19.11,55.03,8.67,465.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:50,1.157,24.71,55.57,8.57,462
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 12:55,1.372,19.05,58.51,8.48,459.7
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:00,0.149,6.28,52.45,8.42,454.9
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:05,0.956,22.11,51.72,8.81,451
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:10,1.267,19.27,60.78,8.95,449.5
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:15,0.547,12.99,83.4,8.85,444.8
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:20,0.942,27.68,92.3,8.95,441.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:25,0.866,21.54,78.4,8.96,433.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:30,0.954,22.53,51.13,9.15,428.5
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:35,1.129,16.73,58.59,9.01,422.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:40,0.407,12.55,70.5,8.92,414.5
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:45,0.798,15.85,128.1,9.21,409.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:50,1.019,23.77,126.8,9.18,401.7
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 13:55,0.697,47.23,134.5,9.51,395.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:00,0.698,23.43,59.6,9.84,384.4
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:05,0.868,19.65,62.86,9.41,375.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:10,1.061,20.26,61.57,9.31,365.5
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:15,1.143,15.82,72.9,9.05,357.9
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:20,0.631,16.54,54.08,9.2,350.9
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:25,0.496,7.39,71,9.31,338.8
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:30,1.148,26.31,88.1,9.2,332.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:35,1.125,22.54,57.62,9.09,321.2
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:40,0.792,16.68,52.69,9.21,297.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:45,0.413,21.55,62.15,9.54,286.5
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:50,0.515,13.93,61.84,9.36,289.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 14:55,0.793,26.87,44.28,9.56,267.5
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:00,0.628,11.84,55.04,9.48,267.2
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:05,0.617,14.7,53.49,9.46,233.6
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:10,0.556,18.06,53,9.51,224.8
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:15,0.872,19.09,49.3,9.25,123.8
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:20,0.224,9.36,60.55,8.95,119.9
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:25,0.428,11.24,79,8.9,193.7
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:30,0.382,9.67,49.94,9.09,178.5
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:35,0.697,17.55,58.53,8.91,85
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:40,0.553,9.11,87.9,8.48,74.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:45,0.127,3.001,64.08,8.38,119.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:50,0.373,10.22,50.86,8.73,152.3
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 15:55,0.307,5.032,60.34,8.67,86.1
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:00,0.06,2.23,141.8,8.35,46.7
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:05,0.092,3.701,129.7,7.33,29.93
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:10,0.013,0.067,69.91,6.454,34.94
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:15,0,0,0,6.042,27.41
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:20,0,0,0,5.6,19.69
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:25,0,0,0,5.198,17.07
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:30,0,0,0,4.995,12.66
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:35,0,0,0,4.711,11.55
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:40,0,0,0,4.576,7.62
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:45,0,0,0,4.289,4.663
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:50,0,0,0,4.046,3.475
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 16:55,0,0,0,3.931,2.699
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:00,0,0,0,3.736,1.756
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:05,0,0,0,3.554,1.008
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:10,0,0,0,3.43,0.562
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:15,0,0,0,3.336,0.288
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:20,0,0,0,3.029,0.067
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:25,0,0,0,2.912,0.011
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:30,0,0,0,2.898,0.002
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:35,0,0,0,2.934,0.001
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:40,0,0,0,2.906,0.001
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:45,0,0,0,2.534,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:50,0,0,0,2.248,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 17:55,0,0,0,2.265,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:00,0,0,0,2.605,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:05,0,0,0,2.645,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:10,0,0,0,2.416,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:15,0,0,0,2.23,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:20,0,0,0,2.242,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:25,0,0,0,2.231,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:30,0,0,0,2.125,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:35,0,0,0,2.075,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:40,0,0,0,2.219,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:45,0,0,0,2.146,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:50,0,0,0,2.089,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 18:55,0,0,0,2.075,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:00,0,0,0,2.017,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:05,0,0,0,2.047,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:10,0,0,0,1.973,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:15,0,0,0,2.017,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:20,0,0,0,1.754,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:25,0,0,0,1.668,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:30,0,0,0,1.775,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:35,0,0,0,1.799,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:40,0,0,0,1.891,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:45,0,0,0,1.92,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:50,0,0,0,1.844,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 19:55,0,0,0,1.884,0
SF17,"Pulgas Reservoir, San Mateo","Canada Road",5,2016-01-6? 20:00,0,0,0,1.946,0
