Station_ID,Station_Name,Location_Label,Interval_Minutes,Interval_End_Time,Wind_Velocity_Mtr_Sec,Wind_Direction_Variance_Deg,Wind_Direction_Deg,Ambient_Temperature_Deg_C,Global_Horizontal_Irradiance
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 15:35,3.188,0,330.9,11.62,36.93
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 15:40,3.26,0,333.1,11.71,31.49
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 15:45,4.488,0,345,11.43,25.93
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 15:50,3.369,0,333.7,11.45,19.93
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 15:55,3.502,0,341.3,11.59,26.6
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:00,3.643,0,338.4,11.8,32.34
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:05,4.661,0,343.9,11.84,51.24
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:10,4.064,0,342.3,12.08,52.32
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:15,3.992,0,339.7,12.18,42.39
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:20,5.121,0,9.36,11.86,69.68
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:25,5.26,0,10.53,11.97,94.5
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:30,4.373,0,350.3,12.17,101.3
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:35,5.239,0,9.92,12.16,145.3
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:40,4.762,0,357.4,12.2,122
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:45,5.161,0,357.6,12.25,53.07
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:50,5.38,0,6.331,12.12,32.44
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 16:55,4.631,0,2.577,12.04,83.3
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:00,5.001,0,9.94,12.03,69.24
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:05,4.799,0,0.023,11.97,50.56
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:10,4.599,0,6.345,11.89,50.19
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:15,4.725,0,2.445,11.84,60.16
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:20,3.976,0,351.1,11.7,88.2
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:25,3.659,0,346.2,11.81,94
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:30,3.473,0,342.8,11.9,118.5
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:35,2.32,0,321.8,12.23,88.2
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:40,3.026,0,336.3,12.1,76.06
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:45,3.718,0,347.2,11.96,59.08
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:50,2.94,0,337.9,12.03,27.82
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 17:55,3.161,0,337.9,12.27,20.91
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:00,2.751,0,334.4,12.08,13.11
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:05,1.875,0,309.6,12.28,8.46
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:10,2.818,0,331.1,12.23,4.61
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:15,1.795,0,325.8,12.42,2.612
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:20,2.528,0,323.9,12.51,1.602
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:25,3.808,0,342.4,12.23,1.068
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:30,3.433,0,344.9,11.79,0.443
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:35,2.544,0,327.2,11.87,0.124
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:40,2.512,0,326.2,11.71,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:45,1.849,0,294.8,11.2,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:50,1.715,0,299,11.27,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 18:55,2.429,0,312.9,11.47,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:00,2.722,0,325.7,11.48,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:05,2.797,0,278.8,11.19,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:10,2.669,0,282.3,11.21,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:15,2.85,0,279.6,11.13,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:20,2.405,0,309.4,11.22,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:25,2.693,0,304.2,11.24,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:30,1.936,0,293.6,11.33,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:35,3.635,0,260.7,11.1,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:40,4.243,0,242.7,10.79,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:45,3.718,0,251,10.69,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:50,2.866,0,277.2,10.84,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 19:55,2.818,0,282.8,10.82,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:00,3.055,0,276.2,10.76,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:05,3.904,0,248.2,10.52,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:10,2.789,0,271,10.46,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:15,3.361,0,266.7,10.52,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:20,4.41,0,238,10.28,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:25,4.022,0,245.6,10.34,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:30,3.529,0,259.8,10.37,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:35,3.353,0,265.9,10.5,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:40,3.095,0,272.6,10.49,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:45,3.079,0,269.7,10.39,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:50,2.685,0,288.2,10.46,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 20:55,3.43,0,261,10.44,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:00,2.517,0,279.2,10.51,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:05,3.135,0,260.1,10.54,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:10,3.902,0,243.2,10.23,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:15,3.864,0,247.2,10.22,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:20,3.191,0,269.8,10.39,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:25,1.955,0,286.2,10.53,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:30,1.654,0,287.9,10.56,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:35,1.814,0,293.4,10.81,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:40,3.457,0,252.2,10.76,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:45,2.536,0,290.6,11.08,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:50,1.846,0,292.5,11.27,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 21:55,1.793,0,292.4,11.41,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:00,1.622,0,297.5,11.65,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:05,2.011,0,293.3,11.65,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:10,2.44,0,311.2,11.69,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:15,1.433,0,302.4,11.84,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:20,1.665,0,290.3,11.79,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:25,3.747,0,253.4,11.04,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:30,3.334,0,263.5,11.17,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:35,2.884,0,276.5,11.5,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:40,2.576,0,282.9,11.5,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:45,3.172,0,263.8,11.49,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:50,3.191,0,260.7,11.5,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 22:55,2.346,0,281,11.56,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:00,2.828,0,279.8,11.52,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:05,2.469,0,280.8,11.57,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:10,1.963,0,300.2,11.87,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:15,1.841,0,300.4,12.27,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:20,1.518,0,299.5,12.52,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:25,1.641,0,286.9,11.9,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:30,1.217,0,292.2,12.21,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:35,1.329,0,292,12.18,0.181
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:40,1.241,0,291.9,12.2,0.133
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:45,1.212,0,291.8,11.99,0.205
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:50,1.071,0,291.9,12.16,0.181
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-6? 23:55,0.945,0,291.9,12.11,0.119
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:00,1.401,0,292.1,12.23,0.176
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:05,1.036,0,292.1,12.17,0.2
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:10,1.268,0,301.1,12.1,0.205
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:15,1.55,0,307.7,12.21,0.191
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:20,1.148,0,307.9,12.13,0.176
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:25,1.425,0,311.1,12.12,0.186
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:30,1.203,0,310.5,12.14,0.119
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:35,0.858,0,310.5,12.37,0.152
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:40,1.374,0,310.7,12.54,0.162
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:45,1.231,0,310.5,12.4,0.195
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:50,0.98,0,310.4,12.44,0.2
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 00:55,1.819,0,320.7,12.35,0.067
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:00,1.436,0,319.3,12.59,0.024
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:05,2.043,0,320,12.47,0.081
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:10,1.59,0,323.8,12.37,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:15,1.454,0,318.2,12.9,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:20,2.046,0,319.5,12.73,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:25,1.454,0,322,12.71,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:30,1.662,0,320.2,12.57,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:35,1.068,0,318.1,12.89,0.01
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:40,1.526,0,317,12.78,0.033
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:45,1.462,0,317.1,12.88,0.038
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:50,1.066,0,316.9,12.88,0.043
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 01:55,0.903,0,316.7,12.81,0.11
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:00,0.879,0,316.7,12.64,0.129
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:05,0.764,0,316.6,13,0.162
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:10,1.058,0,316.8,12.65,0.191
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:15,0.911,0,316.8,12.9,0.2
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:20,1.249,0,317,12.64,0.11
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:25,1.193,0,317,12.68,0.11
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:30,1.172,0,317,12.86,0.038
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:35,1.385,0,316.9,12.86,0.114
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:40,1.159,0,316.9,12.6,0.033
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:45,0.858,0,316.7,12.79,0.01
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:50,1.236,0,316.6,12.87,0.038
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 02:55,1.311,0,316.6,12.96,0.062
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:00,1.582,0,316.6,12.51,0.024
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:05,1.119,0,316.5,12.84,0.01
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:10,1.247,0,316.5,12.53,0.005
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:15,1.289,0,316.6,12.92,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:20,1.651,0,316.7,12.55,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:25,1.468,0,316.9,12.93,0.005
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:30,1.777,0,317.1,12.65,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:35,1.244,0,316.9,12.87,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:40,1.095,0,316.9,13.1,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:45,1.14,0,316.8,12.85,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:50,1.276,0,316.6,13.07,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 03:55,1.43,0,316.6,12.95,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:00,1.529,0,316.6,12.76,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:05,1.201,0,316.6,13.31,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:10,1.151,0,316.4,13.04,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:15,1.492,0,316.4,13.08,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:20,1.545,0,316.8,12.68,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:25,1.412,0,316.7,12.3,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:30,1.308,0,316.6,12.79,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:35,1.444,0,316.5,12.8,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:40,1.084,0,316.4,12.57,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:45,1.332,0,316.3,12.58,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:50,1.508,0,316.3,12.46,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 04:55,2.011,0,316.9,12.18,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:00,1.782,0,316.8,12.22,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:05,1.425,0,316.8,12.27,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:10,2.006,0,317,12.05,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:15,1.572,0,316.7,12.43,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:20,1.532,0,316.7,12.52,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:25,2.014,0,317.1,12.32,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:30,2.054,0,317.1,11.97,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:35,1.044,0,316.7,12.78,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:40,0.988,0,316.5,13.2,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:45,1.494,0,316.4,12.89,0.014
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:50,1.556,0,316,12.31,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 05:55,1.321,0,316,12.41,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:00,1.585,0,315.8,12.13,0
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:05,1.183,0,315.8,12.82,0.005
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:10,1.612,0,315.8,12.47,0.148
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:15,1.244,0,315.9,12.3,0.238
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:20,1.359,0,315.6,12.88,0.391
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:25,1.641,0,315.6,12.3,0.877
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:30,1.888,0,315.5,12.1,1.629
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:35,1.508,0,316,12.32,1.982
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:40,1.646,0,315.8,12.33,3.254
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:45,1.747,0,316,11.95,5.774
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:50,2.003,0,316.9,11.95,8.72
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 06:55,1.569,0,316.4,12.14,15.52
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:00,1.606,0,315.1,12.18,18.75
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:05,1.532,0,315,12.24,27.95
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:10,2.197,0,316.8,12.29,38.63
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:15,2.312,0,317.4,11.97,38.25
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:20,2.165,0,315.7,12.14,28.08
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:25,1.673,0,314.3,12.05,20.59
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:30,1.617,0,316,12.45,38.29
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:35,2.235,0,317.9,12.3,41.74
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:40,1.912,0,314.8,11.88,42.91
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:45,2.176,0,315,11.82,78.27
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:50,1.71,0,316.4,12.29,72.26
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 07:55,1.516,0,315,12.67,45.88
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:00,2.65,0,314.5,11.55,64.58
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:05,2,0,313.7,11.29,41.94
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:10,1.896,0,310.5,11.27,33.28
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:15,1.872,0,314,11.78,51.14
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:20,2.024,0,314.4,11.74,74.74
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:25,2.426,0,314.3,11.87,90.3
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:30,2.128,0,313.3,12.08,146.6
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:35,2.078,0,315.4,11.99,138.4
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:40,1.633,0,313.7,12.23,115.3
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:45,2.264,0,313.3,12.08,101.2
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:50,2.805,0,313.8,11.94,111.5
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 08:55,2.485,0,318.6,11.99,159.7
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 09:00,2.251,0,318.1,12.24,166.3
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 09:05,2.003,0,309.8,12.4,149.4
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 09:10,2.232,0,312.5,12.67,165
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 09:15,1.91,0,315.8,12.9,231.9
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 09:20,2.304,0,316.2,13,191
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 09:25,2.743,0,317.2,12.84,104.2
SF37,"Chinatown Medical Center","Chinatown Medical Center",5,2016-03-7? 09:30,1.793,0,313.8,12.85,93.9
